name,address,city,searchedCity,region,country,lat,lng,rating,reviews,businessStatus,types,placeId,matchedQuery,looksWholesale
Фермерский Рынок,"ул. Кубовая, 103, Новосибирск, Новосибирская обл., 630040",Новосибирск,Новосибирск,Новосибирская область,Russia,55.1280429,82.897432,4.7,14,OPERATIONAL,establishment|point_of_interest,ChIJbbGRNN3630IRh5HgjWfKNPk,оптовый продовольственный рынок,yes
ФРУКТЛЭНД,"пр. Северный, 7/4, Новосибирск, Новосибирская обл., 630088",Новосибирск,Новосибирск,Новосибирская область,Russia,54.9494967,82.9259232,,,OPERATIONAL,establishment|point_of_interest,ChIJGdU9M3Tn30IRMyu32Wek15w,плодоовощная база оптовая,check
"Фрукты, овощи","ул. Зорге, 1A, Новосибирск, Новосибирская обл., 630088",Новосибирск,Новосибирск,Новосибирская область,Russia,54.9382855,82.8987432,5,2,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJR19AVFzn30IRmHaz9Eb-sS0,оптовый продовольственный рынок,check
Хилокский рынок,"Хилокская ул., 9 А, Новосибирск, Новосибирская обл., 630052",Новосибирск,Новосибирск,Новосибирская область,Russia,54.94786449999999,82.83278659999999,3.8,2116,OPERATIONAL,establishment|point_of_interest|shopping_mall,ChIJWxFAepPg30IR2q8BcdTbOUk,оптовый продовольственный рынок,yes
Центральный рынок,"ул. Мичурина, 12, Новосибирск, Новосибирская обл., 630091",Новосибирск,Новосибирск,Новосибирская область,Russia,55.0414646,82.92372259999999,4.1,9476,OPERATIONAL,establishment|point_of_interest|shopping_mall,ChIJU-wH8cfl30IRHIAZjnXBP7U,оптовый продовольственный рынок,yes
Чкаловский рынок,"ул. Бродского, 1, Новосибирск, Новосибирская обл., 630051",Новосибирск,Новосибирск,Новосибирская область,Russia,55.0578023,82.9801983,4.1,551,OPERATIONAL,establishment|point_of_interest,ChIJBwLlMG7v30IR5Hij2SL-DV0,сельскохозяйственный рынок,yes
Экопарк,"ул. Сибиряков-Гвардейцев, 47 к1, Новосибирск, Новосибирская обл., 630088",Новосибирск,Новосибирск,Новосибирская область,Russia,54.9538671,82.9026705,4,8,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJZ5EzTNzn30IRfdhS0HTttQY,сельскохозяйственный рынок,check
Ярмарка свежих продуктов,"Красный пр-т., 220 корпус 10, Новосибирск, Новосибирская обл., 630049",Новосибирск,Новосибирск,Новосибирская область,Russia,55.0686135,82.91254289999999,4.1,137,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJ9S-e2A7l30IRyJyc8gmamBE,оптовый продовольственный рынок,yes
Оптовая Овощная База,"Оптовая овощная база, Реутов, Московская обл., 143964",Реутов,Москва,Москва,Russia,55.7572111,37.8457946,4.2,62,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJ9Wp2rvjKSkERVmlVoXdlyBU,плодоовощная база оптовая,yes
Фудсиб,"ул. Пасечная, 1а, Садовый, Новосибирская обл., 630531",Садовый,Новосибирск,Новосибирская область,Russia,55.1218668,82.9263127,4,2305,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJncScIEHw30IRQo04rIWbn9U,оптовый продовольственный рынок,check
"№ 2, Продбаза","пр. Бакунина, 6, Санкт-Петербург, 191024",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.930508,30.378097,5,1,OPERATIONAL,establishment|point_of_interest,ChIJh-cC5b4xlkYRMqoeB4VYK40,оптовая база продуктов питания,yes
База Салова 52,"Unnamed Road, Санкт-Петербург, 192236",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.88625129999999,30.3935608,4.3,78,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJL0U53Q8vlkYRrf6N3SMfW9Y,оптовый продовольственный рынок,yes
Балтфрут,"Магнитогорская ул., 17, Санкт-Петербург, 195027",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.937037,30.423868,2.3,18,OPERATIONAL,establishment|point_of_interest,ChIJvbnhQx_LSkERg9GZeEwsKRs,оптовая база продуктов питания,check
Василеостровский рынок,"Большой проспект Васильевского острова, 16, Санкт-Петербург, 199034",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.939362,30.2852814,4.5,5988,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJryax59kwlkYRWrZOGI_vO1s,оптовый продовольственный рынок,yes
"ГК ""Империя"" - комплексные поставки продуктов питания","пр. Непокорённых, 63, корп. 33, Санкт-Петербург, 195067",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.991812,30.405501,4.4,17,OPERATIONAL,establishment|food|point_of_interest|storage|store,ChIJvTRbXb0zlkYRPCCTFNu73MY,оптовая база продуктов питания,check
Гранд Сервис,"пр. Непокорённых, 63, корпус 30/2, Санкт-Петербург, 195067",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.99266240000001,30.4112056,4.4,58,OPERATIONAL,establishment|food|point_of_interest,ChIJYaxnEa4zlkYResoL4TSyyQs,оптовая база продуктов питания,check
Долгоозерный рынок,"ул. Ильюшина, 14, Санкт-Петербург, 197372",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,60.0081769,30.2459575,4.3,2148,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJU1AKbzI0lkYR-6Io7BurwN0,оптовый продовольственный рынок,yes
ЕвроФудс (EuroFoods),"Рябовское шоссе, д.120, лит. Б, Санкт-Петербург, 195043",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.9845888,30.5132318,4.8,29,OPERATIONAL,establishment|food|point_of_interest,ChIJW1Fx530tlkYRMfeyZnrEyh4,оптовая база продуктов питания,check
ЗАРЯ,"пр. Непокорённых, 63к22, Санкт-Петербург, 195067",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.9921529,30.4093781,4.8,28,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJy7XvlK0zlkYRcTDtM66BaDk,плодоовощная база оптовая,check
Калининская База,"пр. Непокорённых, 63, Санкт-Петербург, 195067",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.98983020000001,30.42139479999999,4,614,OPERATIONAL,establishment|food|point_of_interest,ChIJCYw9Pa4zlkYRi8nYZH1i09k,плодоовощная база оптовая,yes
Калининская овощебаза,"корп. 12, пр. Непокорённых, 63, Санкт-Петербург, 195067",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.9932276,30.4020148,4,4,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJ1UmZJa4zlkYR_kBJyyhS1uk,плодоовощная база оптовая,yes
Калининская овощебаза Конкурент,"проспект Непокорённых, 63к14с1, Санкт-Петербург, 195067",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.9936082,30.4007525,4.1,32,OPERATIONAL,establishment|point_of_interest,ChIJrfAiPq0zlkYRFG21FJYb-i4,плодоовощная база оптовая,yes
Кировский рынок,"пр. Стачек, 54, Санкт-Петербург, 198097",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.882653,30.265014,4.1,1520,OPERATIONAL,establishment|point_of_interest,ChIJieniUH46lkYR2FXG4l9xGN8,оптовый продовольственный рынок,yes
Колпинская Овощная База,"ул. Севастьянова, 23а, Санкт-Петербург, 196655",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.75747879999999,30.6112993,4.3,3,OPERATIONAL,establishment|point_of_interest,ChIJNwkQiIcnlkYRusQoH2BUVz4,плодоовощная база оптовая,yes
Кузнечный рынок,"Кузнечный пер., 3, Санкт-Петербург, 191025",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.92737440000001,30.3491751,3.9,1630,OPERATIONAL,establishment|point_of_interest|store,ChIJu75nlK8xlkYRkbKa-1OxqDI,оптовый продовольственный рынок,yes
Мальцевский рынок,"ул. Некрасова, 52, Санкт-Петербург, 191014",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.9386496,30.3655886,3.7,1396,OPERATIONAL,establishment|point_of_interest,ChIJhYBdiJgxlkYRkq8Dmbu2_B4,оптовый продовольственный рынок,yes
Овощебаза,"Софийская ул., 60, Санкт-Петербург, 192241",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.8614402,30.4219778,4.1,83,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJbVM_l5ovlkYR-KAm5xVRleU,оптовый продовольственный рынок,yes
Овощная база Непокоренных 63,"пр. Непокорённых, Санкт-Петербург, 195067",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.9944167,30.413244,2.5,2,OPERATIONAL,establishment|point_of_interest,ChIJ-bGO0T8zlkYRaj52UXsCDlc,плодоовощная база оптовая,yes
Овощной рынок на Непокоренных,"пр. Непокорённых, 63к26, Санкт-Петербург, 195067",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.99342720000001,30.4101352,4.3,350,OPERATIONAL,establishment|food|point_of_interest|store,ChIJ2Y75za0zlkYRqIQ0XHAEMDY,оптовый продовольственный рынок,yes
"ООО ""ВЕЛИКОРОСС""","ул. Салова, 27И, Санкт-Петербург, 192102",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.8957786,30.3726863,4.5,154,OPERATIONAL,establishment|point_of_interest,ChIJy7UhrDcwlkYRLXs1GGPxqMw,плодоовощная база оптовая,check
"ООО ""Нарт""","Софийская ул., 60, Санкт-Петербург, 192241",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.8587156,30.4233661,4,451,OPERATIONAL,establishment|food|point_of_interest,ChIJYfHE0povlkYRDCFDxYlYt_U,плодоовощная база оптовая,check
Оптовая База,"Софийская ул., 6, к. 6, Санкт-Петербург, 192236",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.88636019999999,30.3945408,4.3,1162,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJ69hIjtsvlkYRGJuBsBgqSgU,оптовый продовольственный рынок,yes
Оптовый рынок овощей и фруктов,"Софийская ул., 60, Санкт-Петербург, 192241",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.85944000000001,30.422542,4.1,48,OPERATIONAL,establishment|food|point_of_interest|shopping_mall,ChIJYfHE0povlkYR1IIBK1_2X-s,оптовый продовольственный рынок,yes
Оптовый Склад,"4к3, Софийская ул., 4 корпус 3, Санкт-Петербург, 192102",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.889943,30.3904649,4.7,7,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJqWV-p9kvlkYRnIHWzHwEbP4,оптовая база продуктов питания,yes
Плодовоовощная база,"Софийская ул., 60, Санкт-Петербург, 192241",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.85768820000001,30.4239477,4.1,71,OPERATIONAL,establishment|food|point_of_interest|store,ChIJi1kRxIQvlkYR_fu4whnGCUc,плодоовощная база оптовая,yes
Полюстровский Рынок,"Полюстровский пр., 45, Санкт-Петербург, 195197",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.9699034,30.3881235,4.2,6687,OPERATIONAL,establishment|point_of_interest,ChIJU9bIUS0ylkYREkPuKfVRDVM,оптовый продовольственный рынок,yes
Правобережный Рынок,"ул. Дыбенко, 16, Санкт-Петербург, 193168",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.904919,30.469152,4.1,2321,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|store,ChIJJQRoCkQulkYRLmtzAj5bKhU,оптовый продовольственный рынок,yes
Продуктовый рынок,"пр. Стачек, 54, Санкт-Петербург, 198097",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.88266089999999,30.265048,4.3,211,OPERATIONAL,establishment|point_of_interest|shopping_mall,ChIJIdBxUH46lkYRSNr4YToTdTI,оптовый продовольственный рынок,yes
Продуктовый рынок Салова 52,"Софийская ул., 4 корпус 3, Санкт-Петербург, 192102",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.889817,30.391401,4.3,1674,OPERATIONAL,establishment|point_of_interest,ChIJ-_bfxd4vlkYRDhj7A2Rn_3A,оптовый продовольственный рынок,yes
РосПитание - оптовая поставка продуктов питания,"Невский пр., 3, Санкт-Петербург, 191186",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.93683679999999,30.3127669,4,2,OPERATIONAL,establishment|point_of_interest,ChIJhXBa7RoxlkYRD-SVZPSWT58,оптовая база продуктов питания,yes
Севко,"Мельничная ул., 14, 3 этаж, офис 311, Санкт-Петербург, 192019",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.914051,30.392644,4.5,2,OPERATIONAL,establishment|food|point_of_interest,ChIJqXXfv9ExlkYRMRSKbAE6rJ0,оптовая база продуктов питания,check
Сельскохозяйственный Рынок,"Торфяная дор., 2, Санкт-Петербург, 197374",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.98859179999999,30.2546776,4.3,355,OPERATIONAL,establishment|point_of_interest,ChIJhdFGpp82lkYRgzzD-TSVIQ4,сельскохозяйственный рынок,yes
Сельскохозяйственный Рынок,"Рынок Долгоозерный, ул. Ильюшина, 14, Санкт-Петербург, 197372",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,60.0074264,30.2458599,,,OPERATIONAL,establishment|point_of_interest,ChIJMSKHIDI0lkYRJPKL2aWoqqY,сельскохозяйственный рынок,yes
Сенной Рынок,"Московский пр-т., 4а, Санкт-Петербург, 190031",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.9245043,30.3197059,3.9,10795,OPERATIONAL,establishment|food|point_of_interest|store,ChIJD5uswwExlkYRKjto6Z0tiuI,оптовый продовольственный рынок,yes
Софийская база,"Софийская ул., 60, Санкт-Петербург, 192241",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.8586427,30.4227529,4,572,OPERATIONAL,establishment|food|point_of_interest,ChIJ1x8r25wvlkYRL9xDrhcIrLU,оптовый продовольственный рынок,yes
Софийский рынок,"Софийская ул., 60, Санкт-Петербург, 192241",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.8592364,30.4220823,3.9,988,OPERATIONAL,establishment|point_of_interest,ChIJ9ethI5svlkYRDstjEC2r4zc,оптовый продовольственный рынок,yes
"Торговый Дом ""Южный""","ул. Орджоникидзе, 44 корпус 5, Санкт-Петербург, 196143",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.845672,30.34567,4.1,132,OPERATIONAL,establishment|food|grocery_or_supermarket|point_of_interest|real_estate_agency|shopping_mall|store,ChIJfcRBvEgllkYRx9dDI8-WpiY,оптовый продовольственный рынок,check
Торговый дом ЛКЗ,"Лиговский пр., 123А, Санкт-Петербург, 191119",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.91855700000001,30.3516568,5,1,OPERATIONAL,establishment|food|point_of_interest,ChIJQTE8uLIxlkYRI2bOqi5FE2U,оптовая база продуктов питания,check
Фруктовиков,"Софийская ул., 60, к. 19/3, Санкт-Петербург, 192174",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.85958439999999,30.4313458,4.5,55,OPERATIONAL,establishment|food|point_of_interest,ChIJYfHE0povlkYRSxuzzuVBvOE,плодоовощная база оптовая,check
Фруктово-Овощная база,"корп. 2, пр. Непокорённых, 63, Санкт-Петербург, 195220",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.99268960000001,30.3779152,3.3,7,OPERATIONAL,establishment|point_of_interest,ChIJ6yMJHLwzlkYRe-GAyWU6cQU,плодоовощная база оптовая,yes
Хасанский рынок,"Санкт-Петербург, 195298",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.9355583,30.4901142,4.3,550,OPERATIONAL,establishment|point_of_interest,ChIJSeiCBOEtlkYRbRM4_AzmcCo,оптовый продовольственный рынок,yes
Шушары,"Первомайская ул., 15, Санкт-Петербург, 196626",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.8070713,30.3774408,3.7,288,OPERATIONAL,establishment|food|point_of_interest,ChIJK4cl1YonlkYReCf1knIQGyQ,плодоовощная база оптовая,check
Южный. Фермерские продукты,"пр. Юрия Гагарина, д. 34, к. 3, лит. А, Санкт-Петербург, 196143",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.8466682,30.3408654,4.2,1391,OPERATIONAL,establishment|food|point_of_interest|shopping_mall|store,ChIJG55IPEkllkYR0thm95P3Hss,оптовый продовольственный рынок,check
Юника Трейд,"Лиговский пр., 50 корпус 14, Санкт-Петербург, 191040",Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,Russia,59.923289,30.3618581,,,OPERATIONAL,establishment|point_of_interest,ChIJBQdDmNYxlkYR14-Rt7kItYY,оптовая база продуктов питания,check
